id,web_name,full_name,team,team_short,pos,price,selected_by_percent,status,chance_next,news,total_points,form,points_per_game,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,defensive_contribution,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,ep_this,ep_next,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,penalties_order,corners_order,freekicks_order
207,Mingueza,Oscar Mingueza,Crystal Palace,CRY,DEF,4.4,0.1,a,,,2,0.5,1.0,16,0,0,0,0,1,0,0,0,0,5,2,0.00,0.00,0.00,0.33,3.2,0.4,0.0,0.3,0.5,0.5,0,-1,210,720,,,
478,Netz,Luca Netz,Nott'm Forest,NFO,DEF,4.4,0.0,a,,,2,0.5,1.0,20,0,0,0,0,1,0,0,0,0,3,1,0.00,0.00,0.00,0.13,2.0,0.9,0.0,0.3,0.5,0.5,-1,-1,177,279,,,
524,Olusesi,Callum Olusesi,Spurs,TOT,MID,4.4,1.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,28853,11713,,,
560,Penders,Mike Penders,Chelsea,CHE,GKP,4.4,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,555,501,,,
270,Reed,Harrison Reed,Fulham,FUL,MID,4.4,1.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,13784,12152,,,
502,Robertson,Andrew Robertson,Spurs,TOT,DEF,4.4,2.6,a,,,13,3.2,3.2,276,3,0,0,1,4,0,0,0,1,53,17,0.13,0.17,0.30,5.89,59.8,67.8,35.0,16.2,3.2,3.2,0,-1,14687,15298,,1,
329,Rodon,Joe Rodon,Leeds,LEE,DEF,4.4,1.0,i,0,Hamstring injury - Expected back 21 Nov,7,1.8,3.5,123,2,0,0,1,0,0,0,0,0,25,11,0.03,0.06,0.09,1.01,23.0,14.7,7.0,4.5,0.0,0.0,0,-1,48,20716,,,
573,Sanchez,Juanlu Sánchez,Bournemouth,BOU,DEF,4.4,0.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,250,986,,,
269,Sessegnon,Ryan Sessegnon,Fulham,FUL,DEF,4.4,0.3,d,75,Groin injury - 75% chance of playing,3,0.8,1.0,50,0,0,0,0,1,0,0,0,0,13,3,0.13,0.44,0.57,1.80,17.2,26.3,31.0,7.5,0.8,0.6,0,-1,218,3590,,3,
423,Shaw,Luke Shaw,Man Utd,MUN,DEF,4.4,9.6,d,75,Unspecified injury - 75% chance of playing,7,1.8,2.3,252,3,0,1,0,4,1,0,0,0,47,20,0.02,0.51,0.53,3.01,86.0,85.6,13.0,18.4,1.4,1.4,0,-1,1972,223211,,3,
256,Tete,Kenny Tete,Fulham,FUL,DEF,4.4,0.2,a,,,0,0.0,0.0,27,0,0,0,0,0,1,0,0,0,-1,3,0.00,0.00,0.00,0.65,1.6,0.3,2.0,0.4,0.0,0.0,0,-1,289,1235,,,
577,Tomiyasu,Takehiro Tomiyasu,Crystal Palace,CRY,DEF,4.4,0.3,a,,,2,0.5,0.7,144,1,0,0,0,5,0,0,0,0,6,14,0.00,0.02,0.02,3.44,25.2,5.0,6.0,3.7,0.5,0.5,-1,-1,338,2135,,,
147,Tosin,Tosin Adarabioyo,Spurs,TOT,DEF,4.4,0.2,a,,,1,0.2,1.0,5,0,0,0,0,0,0,0,0,0,5,4,0.00,0.00,0.00,0.03,9.0,0.2,0.0,0.9,0.2,0.2,0,-1,324,744,,,
506,Udogie,Destiny Udogie,Spurs,TOT,DEF,4.4,0.3,a,100,,7,1.8,2.3,86,1,0,0,1,1,1,0,0,0,21,4,0.00,0.23,0.23,1.17,9.8,13.5,4.0,2.7,1.4,1.8,-1,-1,555,4255,,,
300,Walton,Christian Walton,Ipswich Town,IPS,GKP,4.4,0.4,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,638,1588,,,
172,Wilson,Ben Wilson,Coventry City,COV,GKP,4.4,0.4,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,258,1341,,,
279,Ajayi,Semi Ajayi,Hull City,HUL,DEF,4.2,13.9,a,100,,26,6.5,6.5,333,4,1,0,3,2,1,0,0,2,74,23,0.65,0.00,0.65,4.99,76.2,3.0,41.0,12.0,6.5,6.5,0,2,191014,66672,,,
277,Egan,John Egan,Hull City,HUL,DEF,4.1,6.9,a,,,25,6.2,6.2,360,4,0,0,3,2,1,0,0,1,69,55,0.04,0.00,0.04,5.96,96.8,1.1,8.0,10.7,6.2,6.2,0,1,85507,32759,,,
586,Mendy,Nobel Mendy,Hull City,HUL,DEF,4.1,6.9,i,0,Concussion - Expected back 11 Oct,25,6.2,6.2,249,4,1,0,2,1,0,0,0,1,69,39,0.32,0.00,0.32,4.02,108.2,1.4,54.0,16.4,6.2,0.0,0,1,12958,115887,,,
38,A.García,Andrés García,Aston Villa,AVL,DEF,4.0,1.6,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5939,10972,,,
451,A.Murphy,Alex Murphy,Newcastle,NEW,DEF,4.0,0.1,u,0,Has joined FC Kaiserslautern on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,521,,,
477,Abbott,Zach Abbott,Nott'm Forest,NFO,DEF,4.0,0.2,u,0,Has joined Southampton on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1737,,,
424,Amass,Harry Amass,Man Utd,MUN,DEF,4.0,0.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1118,1347,,,
182,Amenda,Aurèle Amenda,Coventry City,COV,DEF,4.0,0.7,d,25,Calf injury - 25% chance of playing,4,1.0,1.0,360,4,0,0,0,10,1,0,0,0,-3,24,0.02,0.39,0.41,7.53,62.8,14.5,15.0,9.4,1.0,0.2,0,0,1358,4845,,,
495,Austin,Brandon Austin,Spurs,TOT,GKP,4.0,1.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4767,3567,,,
235,Aznou,Adam Aznou,Everton,EVE,DEF,4.0,0.1,u,0,Has joined Malaga on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1268,,,
623,Bentley,Dan Bentley,Coventry City,COV,GKP,4.0,0.6,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8939,1986,,,
178,Bidwell,Jake Bidwell,Coventry City,COV,DEF,4.0,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,357,529,,,
479,Bindon,Tyler Bindon,Nott'm Forest,NFO,DEF,4.0,0.1,u,0,Has joined Charlton Athletic on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1029,,,
622,Braithwaite,Kaden Braithwaite,Man City,MCI,DEF,4.0,0.2,a,,,1,0.3,1.0,1,0,0,0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.6,0.8,0.0,0.1,0.3,0.3,0,0,1974,2247,,,
181,Brau,Miguel Brau,Coventry City,COV,DEF,4.0,0.0,u,0,Has joined Academico de Viseu on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,203,,,
302,Button,David Button,Ipswich Town,IPS,GKP,4.0,0.6,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2028,1709,,,
509,Byfield,Jun'ai Byfield,Spurs,TOT,DEF,4.0,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,438,441,,,
625,Cairns,Alex Cairns,Leeds,LEE,GKP,4.0,0.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2751,1139,,,
275,Cartwright,Harvey Cartwright,Hull City,HUL,GKP,4.0,0.0,u,0,Has joined Grimsby Town on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,35,,,
280,Coyle,Lewie Coyle,Hull City,HUL,DEF,4.0,0.7,a,100,,13,3.2,3.2,258,4,0,0,2,2,1,0,0,0,46,9,0.13,0.03,0.16,4.78,17.4,27.1,5.0,5.0,3.2,3.2,0,0,9065,3239,,,
176,Dasilva,Jay Dasilva,Coventry City,COV,DEF,4.0,0.7,a,,,5,1.2,1.2,354,4,0,0,0,10,0,0,0,0,14,19,0.18,0.48,0.66,7.53,63.6,52.0,17.0,13.4,1.2,1.2,0,0,665,3498,,,
355,Davies,Harvey Davies,Liverpool,LIV,GKP,4.0,0.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,681,635,,,
508,Davies,Ben Davies,Spurs,TOT,DEF,4.0,0.8,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1587,5677,,,
305,Davis,Leif Davis,Ipswich Town,IPS,DEF,4.0,6.5,a,,,23,5.8,5.8,360,4,2,2,0,10,0,0,0,1,50,19,1.17,0.44,1.61,6.74,134.4,55.6,108.0,29.9,5.8,5.8,0,0,153750,24316,,,2
610,De Fougerolles,Luc De Fougerolles,Fulham,FUL,DEF,4.0,0.1,u,0,has joined  Real Salt Lake on loan for the rest of the seaon.,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,989,,,
59,Dennis,Will Dennis,Bournemouth,BOU,GKP,4.0,0.1,u,0,Has joined MK Dons permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,799,,,
259,Diop,Issa Diop,Ipswich Town,IPS,DEF,4.0,13.5,a,,,8,2.0,2.0,360,4,0,0,0,10,0,0,0,0,32,35,0.00,0.15,0.15,6.74,90.2,13.7,4.0,10.8,2.0,2.0,0,0,14971,78457,,,
171,Dovin,Oliver Dovin,Coventry City,COV,GKP,4.0,1.1,u,0,Has joined Leyton Orient on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7794,,,
281,Drameh,Cody Drameh,Hull City,HUL,DEF,4.0,0.0,u,0,Has joined Genoa permanently,2,0.5,1.0,65,0,0,0,0,0,0,0,0,0,8,6,0.05,0.00,0.05,0.87,6.4,0.4,1.0,0.8,0.0,0.0,0,0,0,531,,,
497,Dubravka,Martin Dubravka,Spurs,TOT,GKP,4.0,17.6,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,41853,61848,,,
58,Forster,Fraser Forster,Bournemouth,BOU,GKP,4.0,3.5,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16788,11110,,,
425,Fredricson,Tyler Fredricson,Man Utd,MUN,DEF,4.0,0.0,u,0,Has joined Lausanne-Sport permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,94,,,
308,Furlong,Darnell Furlong,Ipswich Town,IPS,DEF,4.0,0.5,a,,,1,0.2,1.0,17,0,0,0,0,1,0,0,0,0,-1,3,0.00,0.00,0.00,0.86,5.0,0.5,0.0,0.6,0.2,0.2,0,0,273,2270,,,
282,Giles,Ryan Giles,Hull City,HUL,DEF,4.0,2.6,a,,,24,6.0,6.0,354,4,0,1,3,2,0,0,0,2,95,19,0.02,0.35,0.37,5.89,70.6,93.7,6.0,17.1,6.0,6.0,0,0,104649,16467,,3,1
306,Greaves,Jacob Greaves,Ipswich Town,IPS,DEF,4.0,1.1,a,,,3,0.8,0.8,357,4,0,0,0,10,1,0,0,0,12,30,0.00,0.06,0.06,6.74,68.6,16.9,4.0,9.0,0.8,0.8,0,0,1079,4795,,,
414,Heaton,Tom Heaton,Man Utd,MUN,GKP,4.0,0.1,i,0,Hamstring injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,268,348,,,
585,Herrington,Lucas Herrington,Hull City,HUL,DEF,4.0,0.6,a,,,4,1.0,1.0,107,0,0,0,0,1,0,0,0,0,8,8,0.00,0.01,0.01,1.92,19.2,0.7,0.0,2.0,1.0,1.0,0,0,2741,2730,,,
538,Hjelde,Leo Fuhr Hjelde,Sunderland,SUN,DEF,4.0,0.0,u,0,Has joined KV Mechelen on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,237,,,
283,Jacob,Matty Jacob,Hull City,HUL,DEF,4.0,0.0,u,0,Has joined Newport County on loan until January,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,73,,,
354,Jaros,Vitezslav Jaros,Liverpool,LIV,GKP,4.0,0.0,i,0,Knee injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,172,103,,,
307,Johnson,Ben Johnson,Ipswich Town,IPS,DEF,4.0,0.1,u,0,Has joined Stoke City on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,874,,,
177,Kesler-Hayden,Kaine Kesler-Hayden,Coventry City,COV,DEF,4.0,0.0,i,0,Hamstring injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,114,344,,,
174,Kitching,Liam Kitching,Coventry City,COV,DEF,4.0,0.4,u,0,Has joined Sheffield United on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3845,,,
179,Latibeaudiere,Joel Latibeaudiere,Coventry City,COV,DEF,4.0,0.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,116,242,,,
251,Lecomte,Benjamin Lecomte,Fulham,FUL,GKP,4.0,1.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2655,3048,,,
363,Leoni,Giovanni Leoni,Liverpool,LIV,DEF,4.0,0.0,i,0,Knee injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,103,275,,,
603,Lienou,Jayden Lienou,Leeds,LEE,DEF,4.0,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,980,795,,,
276,Lo-Tutala,Thimothée Lo-Tutala,Hull City,HUL,GKP,4.0,0.0,u,0,Has joined Colchester United on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,109,,,
361,Lucky,Wellity Lucky,Liverpool,LIV,DEF,4.0,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,607,922,,,
540,Masuaku,Arthur Masuaku,Sunderland,SUN,DEF,4.0,0.1,u,0,Has joined Konyaspor permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1056,,,
555,Matthews,Remi Matthews,Crystal Palace,CRY,GKP,4.0,1.7,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2673,4598,,,
284,McCarthy,Cathal McCarthy,Hull City,HUL,DEF,4.0,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1056,726,,,
285,McNair,Paddy McNair,Hull City,HUL,DEF,4.0,0.1,a,100,,1,0.2,1.0,26,0,0,0,0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.96,4.2,0.0,0.0,0.4,0.2,0.2,0,0,537,683,,,
252,McNally,Alfie McNally,Fulham,FUL,GKP,4.0,0.1,u,0,Has joined York City on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,700,,,
656,Mfuni,Stephen Mfuni,Coventry City,COV,DEF,4.0,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.1,1.1,0,0,5204,1292,,,
39,Nedeljkovic,Kosta Nedeljkovic,Aston Villa,AVL,DEF,4.0,0.1,u,0,Has joined Rangers on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,978,,,
638,Norton-Cuffy,Brooke Norton-Cuffy,Hull City,HUL,DEF,4.0,0.3,a,,,1,0.5,0.5,34,0,0,0,0,0,1,0,0,0,3,1,0.05,0.00,0.05,0.30,2.2,0.6,9.0,1.2,0.5,0.5,0,0,4249,2987,,,
539,O'Nien,Luke O'Nien,Sunderland,SUN,DEF,4.0,2.5,a,,,1,0.2,1.0,66,1,0,0,0,1,1,0,0,0,1,5,0.01,0.01,0.02,1.69,11.4,1.4,4.0,1.7,0.2,0.2,0,0,1751,17192,,,
304,O'Shea,Dara O'Shea,Ipswich Town,IPS,DEF,4.0,2.9,a,,,8,2.0,2.0,360,4,0,0,0,10,0,0,0,0,12,39,0.07,0.26,0.33,6.74,101.4,60.5,19.0,18.0,2.0,2.0,0,0,4939,14569,,,
476,O.Richards,Omar Richards,Nott'm Forest,NFO,DEF,4.0,0.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,804,1223,,,
592,Ouattara,Abdoul Ouattara,Ipswich Town,IPS,DEF,4.0,0.9,a,,,4,1.0,1.0,41,0,0,0,0,1,0,0,0,0,12,3,0.00,0.02,0.02,0.89,11.6,24.8,0.0,3.6,1.0,1.0,0,0,2079,3977,,,
301,Palmer,Alex Palmer,Ipswich Town,IPS,GKP,4.0,4.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6928,14922,,,
530,Patterson,Anthony Patterson,Sunderland,SUN,GKP,4.0,0.1,u,0,Has joined Wrexham permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,628,,,
353,Pecsi,Armin Pecsi,Liverpool,LIV,GKP,4.0,0.0,u,0,Has joined TSV Hartberg on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,88,,,
273,Phillips,Dillon Phillips,Hull City,HUL,GKP,4.0,1.4,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3929,5122,,,
365,Ramsay,Calvin Ramsay,Liverpool,LIV,DEF,4.0,0.1,u,0,Has joined St Mirren on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,907,,,
606,Rowe,Triston Rowe,Aston Villa,AVL,DEF,4.0,0.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1492,1344,,,
510,Rowswell,James Rowswell,Spurs,TOT,DEF,4.0,0.1,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,500,558,,,
609,Shahar,Leo Shahar,Newcastle,NEW,DEF,4.0,0.2,u,0,has joined Arouca on loan for the rest of the seaon.,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4818,,,
66,Soler,Julio Soler Barreto,Bournemouth,BOU,DEF,4.0,0.3,a,100,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1904,1913,,,
511,Souza,João Victor de Souza Menezes,Spurs,TOT,DEF,4.0,0.2,u,0,Has joined FC Porto on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1848,,,
111,Steele,Jason Steele,Brighton,BHA,GKP,4.0,4.2,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14773,15503,,,
556,Targett,Matt Targett,Hull City,HUL,DEF,4.0,1.8,d,75,Ankle injury - 75% chance of playing,1,0.2,1.0,5,0,0,0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.07,0.4,0.0,0.0,0.0,0.2,0.2,0,0,3611,12882,,,
173,Thomas,Bobby Thomas,Coventry City,COV,DEF,4.0,8.8,a,,,15,3.8,3.8,347,4,0,0,1,9,0,0,0,2,41,39,0.43,0.26,0.69,6.99,67.6,33.1,48.0,14.8,3.8,3.8,0,0,23600,53793,,,
352,Woodman,Freddie Woodman,Liverpool,LIV,GKP,4.0,1.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2045,3557,,,
180,Woolfenden,Luke Woolfenden,Coventry City,COV,DEF,4.0,0.1,i,0,Knee injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,177,933,,,
629,Zetterer,Michael Zetterer,Leeds,LEE,GKP,4.0,0.7,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15161,3892,,,
175,van Ewijk,Milan van Ewijk,Coventry City,COV,DEF,4.0,9.8,a,,,6,1.5,1.5,360,4,0,0,0,10,1,0,0,0,7,27,0.00,0.30,0.30,7.53,61.6,52.7,14.0,12.8,1.5,1.5,0,0,10881,80324,,,
278,Hughes,Charlie Hughes,Hull City,HUL,DEF,3.9,0.3,i,0,Groin injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,13545,4324,,,
303,Kipré,Cédric Kipré,Ipswich Town,IPS,DEF,3.9,1.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,33038,7071,,,
